score_full	country	S2	S5	S26	S27	education	age
40.95	GB	4	3	1	2	3	31
16.75	FR	4	4	2	4	1	16
21.85	SE	3	1	1	3	2	29
31.5	CA	5	4	2	5	2	17
36.25	US	1	1	1	4	3	53
28.2	US	5	5	5	1	3	33
34.3	IN	3	3	4	4	2	19
42.3	US	4	3	5	3	2	29
21.4	US	3	5	5	5	2	25
15.4	FI	3	2	3	4	3	31
36.65	GB	2	1	1	1	2	26
39.6	US	4	4	2	4	3	41
25.5	US	3	5	2	4	1	17
39.65	US	5	3	3	5	4	42
35.3	US	3	1	1	4	3	55
11.4	US	1	1	1	1	2	42
23.2	CA	4	1	4	4	2	18
20.85	CA	4	3	1	4	4	24
21.85	GB	2	2	2	3	4	19
31.95	US	4	4	1	4	3	29
23.4	US	1	5	1	4	3	36
13.95	US	2	5	2	4	3	29
15.65	AU	2	3	3	2	3	37
18.2	US	2	4	2	2	2	15
29.5	GB	1	4	1	3	3	27
15.35	NZ	3	4	1	1	2	17
34.2	GB	2	1	2	4	4	29
24.5	US	2	2	1	2	4	24
17.3	US	2	5	3	3	2	19
31.5	US	2	1	1	4	3	22
11.45	IN	2	4	2	2	4	25
42.3	US	4	1	2	4	3	55
15.45	DK	2	1	3	5	1	20
12.85	US	1	3	2	2	2	17
42	US	4	3	3	3	3	32
22.5	IN	3	5	1	1	4	23
40.95	US	2	3	1	5	2	69
29.55	IE	5	1	5	3	2	28
25.15	GB	3	5	2	1	0	18
41.3	US	4	4	3	4	3	23
34.95	US	2	1	1	3	3	48
30.2	US	4	1	3	4	2	19
34.2	US	3	3	4	4	3	29
2.85	PH	3	2	3	1	4	25
40.3	AT	4	1	2	5	4	50
32.85	TW	3	4	3	3	3	34
39.65	JP	3	0	4	2	3	56
42.3	GB	4	2	1	5	3	45
33.65	PL	4	1	2	2	4	30
20.9	SG	3	1	4	3	2	19
18.4	GB	4	4	3	3	1	15
18.6	PH	4	4	4	1	3	39
14.6	RO	2	1	2	3	2	19
16.9	PL	2	1	2	3	2	24
40.95	CA	3	1	1	4	4	74
30.65	US	4	4	4	2	1	17
39.95	US	1	1	1	1	3	43
17.65	MY	4	5	5	3	4	25
4.2	PH	3	3	3	3	3	23
38.3	US	1	3	1	5	2	24
32.55	MT	4	5	2	3	4	31
18.95	GB	1	3	1	4	4	47
31.6	SE	3	3	2	4	3	48
40.95	US	4	1	2	5	3	22
41	US	1	1	1	1	3	60
42.3	US	3	2	2	4	4	27
40.95	US	4	5	3	5	3	29
26.6	US	5	1	2	3	1	14
22.15	CA	1	1	1	3	3	51
40.65	US	5	1	1	1	4	46
21.6	RO	2	4	4	4	4	34
42.3	FR	2	1	2	4	3	56
13.05	US	3	3	2	1	2	18
6.15	US	3	3	2	1	1	16
12.7	US	4	4	4	1	1	16
39.3	US	3	4	2	5	4	30
13.55	US	3	5	4	2	1	17
39.6	US	1	3	1	5	4	40
30.55	CA	4	2	4	5	3	31
17.9	NZ	4	3	2	4	2	17
43.65	US	2	1	1	3	4	53
37.6	US	4	1	1	4	4	32
25.8	US	3	1	1	4	2	42
11.4	PH	3	3	3	3	3	24
18.75	MY	3	4	3	3	3	56
27.95	MU	2	4	2	3	2	53
17.15	SG	2	2	2	2	3	23
20.95	FI	3	3	1	5	2	21
34.9	US	3	1	1	4	3	41
22.85	NG	2	1	3	2	3	26
35.55	US	3	5	1	3	3	31
33.55	US	1	5	3	4	4	39
35.95	CA	4	4	2	4	2	20
22.6	GB	4	4	2	1	3	23
20.1	US	5	4	4	4	2	15
27.15	US	5	5	5	4	4	38
21.9	CA	1	2	2	5	1	13
42.3	US	3	1	1	5	4	56
38.65	US	4	2	4	4	4	35
14.75	KR	5	2	4	5	3	23
25.95	MY	2	1	4	1	3	48
40.65	AU	2	2	2	2	4	38
40	NZ	4	1	3	4	2	24
36.9	FR	1	1	1	1	2	55
35.9	US	4	1	1	3	3	57
17.25	PL	4	2	5	4	2	21
19.6	GB	3	4	4	3	2	33
36.6	US	3	1	3	3	2	64
30.2	GB	2	5	1	3	2	25
16.45	DK	3	4	3	3	1	16
19.95	JP	3	3	4	4	3	35
20.95	US	2	3	2	5	1	13
28.85	GB	4	4	5	4	3	22
45	GB	4	3	4	4	2	20
27	AU	1	2	3	4	3	24
18.3	NL	4	3	2	2	2	23
17.8	ES	4	1	3	4	4	27
21.9	IN	4	4	2	2	3	21
39	NO	2	4	2	1	3	47
37	US	3	5	2	5	2	56
20.1	US	1	5	1	1	2	19
27.45	RO	4	1	0	2	2	21
34.2	AU	1	2	2	2	3	18
44	US	4	1	2	5	4	48
29.95	US	1	4	1	4	3	21
38.3	US	2	1	4	4	2	33
35.25	US	1	5	1	2	4	70
37.6	US	1	1	2	1	2	57
40.95	US	3	2	0	0	3	68
16.5	PL	2	1	3	5	2	18
33.2	FR	4	1	4	5	2	49
42.3	GB	4	1	1	5	3	57
35.25	US	4	4	2	5	2	60
19.4	ZA	3	3	1	3	3	28
15	US	4	1	1	3	2	18
33.6	US	3	3	1	3	3	55
16.45	HR	5	5	5	5	2	15
40.3	US	4	2	3	4	3	54
30.5	US	3	5	3	5	3	32
25.55	US	4	4	4	1	2	27
24.55	US	5	4	1	5	4	36
9.35	IN	4	4	2	2	4	21
36.9	AU	2	1	3	4	3	51
43.65	US	2	1	5	4	4	70
37.3	US	3	5	1	4	2	34
24.85	AU	3	1	3	3	1	17
28.15	AU	1	1	1	5	2	24
9.9	NL	3	4	3	3	3	23
26.2	GB	1	4	4	4	2	16
15.55	FI	4	5	3	3	2	22
15.1	MY	1	5	3	1	3	34
26.55	US	1	2	1	3	3	43
35.9	US	2	5	1	4	3	23
22.5	PT	1	3	1	1	3	42
38.6	AU	1	1	2	5	3	65
36.9	US	5	5	1	3	3	23
28.9	US	2	2	2	3	4	30
25.55	US	4	4	3	5	2	16
39.6	US	3	4	1	2	4	38
18.6	ID	1	5	5	3	4	20
28.25	CA	5	3	4	4	2	19
24.45	ID	3	1	2	1	4	23
15.9	IN	1	3	3	1	4	25
30.9	AU	1	3	2	5	1	32
22.75	US	2	4	3	4	3	24
31.25	AU	1	5	4	4	2	17
32.25	US	3	4	1	3	4	55
41.65	US	4	3	2	4	3	43
35.9	US	1	1	1	3	3	58
36.9	US	3	1	2	2	2	51
37.25	AU	1	4	2	5	3	24
26.1	US	1	1	3	4	2	21
24.5	US	1	5	4	4	3	28
34.95	GB	2	5	2	4	2	24
27.15	US	3	4	2	4	3	26
34.9	US	4	3	1	5	2	23
38.25	US	1	1	1	4	4	61
12.75	PL	3	5	3	4	2	22
37.6	US	2	1	2	5	3	22
14.4	US	1	5	1	3	1	17
33.6	US	1	4	1	4	2	37
26.3	US	1	4	2	5	2	25
26.1	US	1	1	2	2	2	50
41	GB	1	2	2	4	3	44
28.55	AU	5	5	1	2	3	33
32.6	EU	5	2	4	4	2	19
31.9	DK	1	1	3	4	4	34
38.3	CA	1	2	2	3	3	43
41.3	US	1	5	1	5	3	32
23.9	US	1	3	1	4	4	23
24.9	IN	3	1	5	5	4	24
27.85	US	4	5	1	4	4	30
30.6	US	2	3	2	5	2	18
34.25	US	4	1	3	3	4	64
16.65	BD	3	3	3	4	2	19
30.9	US	2	4	3	3	1	17
27.9	GB	2	5	1	4	1	16
41.3	US	2	4	2	4	4	47
41.65	US	3	2	2	4	3	52
41.65	CA	3	4	2	4	4	62
14.1	US	1	1	1	5	2	29
16	ZA	4	2	3	1	1	18
33.3	AU	2	4	4	5	1	16
33.9	US	2	4	4	4	3	25
34.25	GB	3	5	1	5	3	28
23.2	ES	4	4	1	1	3	31
38.25	US	2	1	2	5	4	70
21.55	ES	3	3	1	3	3	46
38.6	US	1	1	1	4	3	63
30.95	CH	2	2	1	4	4	44
38.3	US	2	1	2	4	2	16
33.95	GB	5	1	4	1	2	51
38.65	US	3	3	2	3	2	21
39.6	US	2	3	3	4	2	64
18	DE	3	4	2	2	2	38
29.5	US	5	4	1	4	3	20
19.6	UA	4	2	2	2	3	60
40.95	US	1	1	1	1	4	72
35.6	US	3	2	1	3	4	31
24.6	GB	4	3	4	5	1	17
40.95	SG	4	5	2	5	4	44
15.55	US	3	3	3	2	3	49
26.3	BA	4	4	3	2	3	24
40.3	US	3	3	3	3	2	49
24.9	US	5	5	1	1	1	15
14.7	US	3	4	4	2	1	15
26.1	US	2	5	5	5	2	21
45	US	1	1	1	4	4	24
16.85	GB	3	2	3	1	4	22
-15.75	SA	1	1	1	1	1	25
14.45	SA	4	4	5	5	3	34
10.45	SA	0	0	0	0	4	32
3.45	SA	3	1	5	5	3	20
39.65	US	1	4	1	3	3	61
21.8	GB	3	3	3	3	3	32
32.85	US	3	2	1	2	3	27
14.7	SA	1	3	5	1	2	38
16.95	SA	1	5	1	1	3	30
16.6	SA	1	3	5	2	4	24
-12.6	SA	3	1	3	0	4	23
40.95	US	1	3	1	4	4	63
25.9	PH	2	5	1	1	2	18
14.45	SA	2	2	3	3	2	35
38.25	SA	1	4	3	3	3	23
15.25	SA	2	3	3	1	2	37
35.6	US	3	1	2	3	3	68
-15.75	GB	2	2	3	3	3	27
32.85	CA	5	1	1	4	3	21
32.85	CA	5	3	3	4	3	35
40.95	US	4	1	2	3	3	63
32.6	DE	3	4	2	2	3	31
17.85	FR	3	4	3	5	3	37
23.6	GB	2	4	4	4	4	37
29.5	US	4	1	1	1	2	15
28.85	US	1	1	1	2	3	53
27.95	RO	4	3	1	4	4	36
39.6	US	3	2	4	5	1	17
20.95	US	2	4	2	1	2	18
24.55	US	5	1	2	5	3	26
42.3	DE	5	1	3	3	3	40
21.45	SE	2	2	4	4	1	16
40.95	AU	4	1	4	5	3	30
14.5	US	4	3	5	1	2	18
41.65	FR	2	1	2	4	3	54
42.65	US	4	1	4	5	2	21
38.6	US	4	1	1	2	2	31
39.6	US	1	5	2	3	3	24
27.5	US	1	3	3	3	3	45
18.25	TR	4	1	2	5	2	17
27.25	US	1	5	1	4	3	69
35.65	PH	4	4	3	4	2	21
39.95	US	1	1	4	4	1	18
35.6	US	2	5	1	3	3	22
26.9	US	3	1	3	3	2	24
41.3	US	4	1	2	5	3	24
-4.8	PH	3	5	5	1	4	25
26.85	CA	1	5	2	4	2	41
11.55	PH	3	3	3	1	3	26
29.6	US	4	1	3	2	3	33
43.65	NZ	4	5	4	4	4	52
28.9	US	3	4	3	4	2	32
36.9	FR	3	5	4	3	3	23
42.3	US	4	1	1	2	3	43
32.55	US	5	4	2	3	2	24
21.45	IN	4	4	2	3	3	21
25.3	AR	4	1	4	3	2	17
16.1	NG	4	4	3	1	3	26
42.3	US	4	1	4	3	4	31
35.55	US	3	4	1	3	3	29
28.95	US	2	4	2	4	3	22
15.4	US	4	4	2	4	2	18
32.2	IN	4	4	3	5	3	22
24.75	US	4	5	1	5	3	34
31.9	US	4	1	2	4	3	23
21.5	CA	2	5	2	2	4	37
29.55	AU	2	5	3	4	2	20
7.05	PK	5	5	1	3	4	26
30.5	SE	5	1	1	4	1	17
38.6	US	4	4	1	4	4	48
33.55	AU	3	4	4	4	2	18
24.85	US	2	2	2	2	3	25
-10.65	US	1	4	1	4	3	69
11.3	US	5	3	3	3	1	48
32.25	IT	3	2	2	3	3	32
30.55	PE	5	1	5	1	3	24
39.6	US	3	3	2	4	4	39
25.55	US	2	4	4	5	2	21
42.65	US	1	1	1	3	2	53
42.3	GB	1	1	1	2	4	37
26.1	US	3	1	3	4	3	54
40.3	US	4	4	2	2	3	35
34.3	US	3	3	3	3	2	41
27.55	US	1	3	1	1	2	39
41.3	GB	1	4	2	4	3	58
43	US	3	4	2	3	3	50
35.25	US	3	1	3	4	3	69
34.9	AU	3	4	4	2	3	49
25.85	US	2	3	4	4	2	17
17.65	US	3	5	4	1	1	13
30.3	US	4	4	2	4	2	22
27.15	US	4	3	2	2	3	46
7.8	TN	2	3	3	3	2	17
28.85	US	2	1	1	1	2	34
33.3	US	1	1	3	5	3	22
33.2	US	4	1	2	4	3	22
24.6	TH	3	5	1	5	3	25
35.55	US	3	1	1	4	3	49
41.3	US	2	3	2	3	4	40
19.3	US	2	2	1	2	1	16
28.25	NO	2	1	2	4	3	33
20.9	NO	4	1	1	4	3	46
45	US	1	2	1	5	1	17
29.2	GB	4	1	3	3	2	28
18.8	NO	3	3	5	3	2	19
12.3	NO	3	4	3	3	3	54
34.2	NO	2	5	1	4	3	39
7.2	CA	1	3	3	4	3	37
26.95	NO	1	5	2	2	3	39
20.25	NO	4	4	4	2	2	23
40.3	US	1	2	1	4	4	47
30.85	AU	4	4	3	4	3	41
12.65	PH	4	3	5	1	4	21
23.45	NO	3	2	2	4	3	32
17.5	MY	3	1	4	2	1	17
23.85	GB	3	4	4	4	2	19
33.2	GB	2	3	3	4	2	27
38.3	US	5	1	2	4	3	22
28.85	FR	3	1	3	1	4	28
21.25	NO	4	3	2	4	2	38
22.15	NO	1	1	2	1	3	63
42.65	US	4	1	2	3	3	32
35.3	US	1	3	3	3	2	45
30.6	US	1	3	2	4	3	53
16.15	CA	4	1	2	1	1	16
32.85	GB	1	1	4	4	3	22
39.6	AU	1	1	3	5	4	59
23.9	NO	4	4	4	4	3	31
45	CA	4	2	2	4	2	19
42	US	4	1	2	4	3	31
23.1	US	4	3	1	1	2	32
45	US	2	4	2	3	2	59
27.25	US	2	3	2	3	3	43
26.95	US	3	1	2	5	1	14
30.15	US	1	1	1	3	2	40
24.15	IL	3	2	4	2	2	20
38.6	NZ	1	3	3	4	2	40
40.65	US	2	1	3	4	2	58
45	US	4	3	3	5	3	53
15.3	AU	4	4	3	1	1	14
36.6	US	3	3	1	2	4	44
41.65	AU	1	5	1	1	3	59
38.6	AU	1	5	1	4	1	61
17.3	AU	3	5	3	3	2	28
32.25	AU	4	2	4	2	1	21
38	CA	1	4	1	3	3	55
26.6	NO	0	0	0	0	4	47
28.15	AU	3	5	5	4	2	47
33.95	CA	3	5	5	4	3	39
45	US	4	1	3	5	2	41
40.95	US	4	1	3	3	2	35
27.15	US	5	1	3	1	2	77
31.95	US	5	1	3	3	2	77
45	US	4	1	3	2	4	32
42.3	US	5	1	3	4	3	23
37.25	US	4	1	3	5	3	29
39.6	CA	3	2	2	4	4	55
31.9	RS	4	1	2	1	2	20
36.25	NZ	2	1	2	4	2	51
35.55	US	2	1	1	5	1	15
31.55	AU	3	5	2	2	2	55
42	US	2	1	2	2	4	45
42.65	US	4	4	2	3	3	65
16.9	AU	1	5	4	3	3	24
28.85	US	2	4	2	2	3	28
31.95	IE	2	1	2	4	2	34
35.55	AU	1	1	1	5	3	55
42.3	CA	3	1	5	4	4	51
40.95	IE	2	5	1	5	3	58
28.55	US	4	5	3	4	1	19
22.75	US	1	2	1	2	4	36
34.3	PH	3	1	3	3	1	50
40.95	CA	3	1	2	1	2	68
39.3	AU	2	4	2	4	4	69
22.65	US	2	1	1	2	2	41
36.95	US	1	3	1	4	4	55
31.55	US	1	4	4	3	1	15
37.25	US	1	1	2	5	2	16
1.95	US	2	3	2	1	2	19
19.4	ZA	5	5	1	1	2	17
25.25	CZ	2	2	2	2	2	20
29.55	GB	3	4	3	4	2	17
28.3	GB	2	4	3	3	3	21
26.1	AU	2	4	1	4	2	54
37.3	AU	1	3	1	3	4	58
34.95	US	2	2	1	2	2	38
29.65	AU	3	5	3	1	2	50
45	US	4	4	1	5	4	66
32.9	US	1	3	4	4	3	45
27.15	CZ	4	1	1	5	4	33
35.25	AU	3	1	4	4	3	24
35.95	US	4	3	3	5	2	27
22.6	CL	5	1	1	4	3	24
38.95	US	5	5	1	5	2	27
29.5	US	2	3	2	1	3	23
20.5	US	1	5	3	3	1	14
25.15	PH	2	4	2	3	2	20
18.45	US	2	5	4	4	2	28
35.25	US	2	4	3	4	4	46
28.15	IN	1	1	5	1	4	30
38.25	GB	1	1	1	5	3	51
36.9	US	5	1	2	4	2	18
25.25	TH	3	5	3	4	3	37
34.55	US	1	4	3	3	3	54
45	GB	4	1	4	2	4	53
30	GB	4	4	4	3	3	24
21.85	GB	3	4	4	4	2	19
40.95	CA	4	3	4	4	2	31
40.3	AU	3	3	1	4	3	47
24.75	PH	4	5	3	4	2	17
21.55	US	3	4	2	3	2	19
35.6	AU	4	3	2	4	3	53
42.3	AU	5	3	1	3	4	48
15.3	AU	1	3	1	3	1	58
34.2	US	2	1	1	4	2	19
35	GB	3	1	2	4	4	41
40.95	US	4	4	2	5	3	57
13.7	GB	5	1	1	1	2	51
22.05	US	4	1	4	4	3	24
24.2	US	5	4	4	4	1	16
21.55	US	4	4	3	2	1	13
38.6	US	1	2	2	4	3	53
40.65	HK	5	3	2	5	3	21
38.25	LK	3	5	1	4	4	66
33.6	US	5	5	1	4	2	24
22.15	NZ	1	5	1	3	3	48
11.95	PH	5	1	5	1	4	21
21.95	US	2	1	1	1	2	56
29.95	US	4	1	2	5	4	85
33.3	DE	4	1	4	2	2	20
39.6	US	4	3	2	3	3	68
21.9	SE	4	1	2	1	2	21
15.8	PH	4	4	4	3	3	17
21.75	CA	4	5	1	4	3	27
34.55	US	4	4	2	4	4	50
38.95	JP	2	3	2	3	3	23
16.65	AU	2	1	2	1	4	25
36.95	GB	1	5	1	2	4	62
39.6	US	1	1	1	3	0	65
9.35	NO	1	1	1	1	3	63
26.25	US	4	2	3	2	2	18
45	US	1	1	1	3	3	55
25.15	US	5	4	4	1	2	18
39.65	GB	5	5	2	2	2	28
37.3	US	2	2	1	4	3	26
31.95	US	4	1	2	3	2	30
36.95	TW	4	4	1	3	2	28
38.6	AU	4	1	1	3	3	30
14	MY	5	3	1	2	4	42
32.85	AU	1	4	1	5	3	65
18.3	SG	2	1	2	2	3	30
34.95	AU	4	3	3	4	2	42
40.95	SG	1	1	3	5	4	42
25.85	BH	5	4	3	1	3	23
21.45	US	4	5	4	3	2	19
29.95	AU	3	4	4	3	4	31
43.65	GB	1	1	1	4	4	44
14.25	BA	1	1	2	2	3	25
30.3	US	5	1	3	5	2	19
40.3	CA	4	4	1	5	4	53
23.6	FR	3	3	4	4	2	19
19.65	GB	5	1	5	1	1	41
26.15	DE	3	4	1	1	3	39
17.9	US	3	3	3	1	2	54
35.55	US	1	1	1	5	4	39
27.9	US	4	1	1	1	2	17
18.25	US	4	4	2	5	1	16
24.85	AU	1	1	1	1	3	35
34.55	US	3	3	2	2	1	17
20.75	CA	2	5	4	4	1	16
22.85	US	4	5	2	4	2	23
12.15	US	5	4	3	3	1	13
12.25	US	3	5	2	1	1	13
22.95	DE	2	1	4	4	4	18
36.25	GB	1	3	3	3	4	41
37.95	US	1	3	1	3	3	41
27.5	AU	2	4	3	5	2	20
42.65	CA	3	1	1	3	3	57
12.3	PH	5	5	3	1	3	21
41.3	US	3	3	2	3	3	47
30.2	US	4	1	4	5	2	23
36.25	DE	1	4	3	1	4	25
38.25	GB	5	5	4	2	3	38
34.9	DK	1	1	2	4	4	50
40.3	US	2	3	2	4	3	41
40.95	US	2	1	1	2	3	23
36.25	US	2	4	1	4	3	41
20.55	NO	5	1	5	1	2	19
22.95	US	0	4	2	5	1	14
31.55	US	3	3	1	5	1	14
20.4	AP	1	3	2	1	3	37
21.55	US	3	5	3	4	3	24
32.85	US	4	4	5	5	3	23
40.3	SE	5	4	2	3	4	57
40.95	NZ	1	4	2	4	4	52
44	PT	4	5	0	0	3	54
39.6	TH	3	3	1	4	4	68
36.9	GB	3	1	1	5	4	58
39.6	BG	3	1	1	4	4	58
34.6	US	3	1	1	3	2	64
36.9	AU	2	1	3	3	4	53
42.65	GB	1	1	1	3	3	60
41.3	IE	1	4	1	4	4	43
39.3	IE	3	5	1	1	4	43
30.2	US	3	1	1	1	4	44
21.25	NO	4	1	1	2	4	31
34.3	GB	2	3	1	4	4	60
36.25	BW	3	1	1	3	3	36
35.3	GB	2	1	4	4	2	43
36.9	AU	4	2	1	3	3	34
33.9	GB	3	3	2	5	4	50
37.25	GB	3	3	2	2	4	32
39.3	GB	1	1	3	4	4	49
32.95	AU	5	1	1	1	4	32
31.9	AU	4	2	4	4	3	44
38.95	SG	2	2	3	4	3	24
28.85	DE	2	1	3	4	4	52
38.25	GB	3	4	2	2	3	51
40.95	GB	3	1	2	4	4	44
41.3	GB	2	5	2	4	4	36
30.9	AT	2	5	1	1	4	45
42.3	CA	1	3	1	3	4	41
37.6	GB	4	2	3	2	3	31
41.3	CA	3	2	2	3	2	43
45	US	3	4	1	3	4	29
43.65	US	3	1	4	4	4	38
44	GB	2	2	2	4	4	56
25.2	SE	3	5	1	1	4	37
43	CA	3	1	2	3	4	28
35.3	IT	2	1	2	4	4	49
32.6	FR	3	3	1	5	4	26
43.65	US	4	1	3	5	3	61
36.3	GB	3	1	3	4	4	21
26.55	GB	5	1	1	1	4	45
22.4	DK	4	1	3	2	4	31
43	GB	1	3	2	4	4	29
39.95	GB	2	1	4	4	2	60
37.6	CA	2	1	1	3	2	40
39.6	GB	1	2	4	4	4	45
43.65	GB	3	2	1	3	4	59
29.25	AU	1	5	1	3	3	35
39.3	GB	2	1	1	4	3	35
43.65	GB	5	2	2	4	2	45
39.95	GB	3	3	1	4	3	67
42.3	GB	4	3	3	5	3	31
41.3	GB	2	2	3	4	4	56
35.55	SE	4	1	1	1	2	27
35.25	US	1	4	2	4	3	35
32.95	CA	1	3	1	1	4	30
20.5	TW	1	2	3	3	2	45
30.9	US	4	3	2	2	4	46
43.65	MY	3	2	3	5	4	63
39.95	TT	1	4	5	5	3	57
40.3	ID	3	3	2	5	3	30
37.6	CA	2	4	2	4	4	55
33.6	US	3	3	1	1	3	62
36.9	CA	2	4	2	2	3	39
30.85	US	2	4	4	5	4	35
37.25	US	3	4	2	4	2	23
29.9	CA	3	4	5	4	1	13
42.3	US	1	4	1	2	4	52
34.6	IE	3	0	3	5	4	56
19.8	DE	3	3	3	3	2	34
29.25	US	5	3	4	5	2	17
43.65	US	3	2	4	4	2	17
39.6	PL	5	2	4	4	2	22
20.2	DE	1	2	3	1	4	31
38.6	US	4	4	2	5	3	21
33.2	GB	4	1	4	2	3	22
26.6	SI	2	4	3	3	3	27
25.8	US	3	5	2	3	4	43
35.65	GB	2	1	1	3	2	54
30.9	GB	2	4	3	4	3	31
13.5	GB	3	2	4	3	4	31
35.95	US	3	2	2	2	1	28
45	US	2	3	2	4	3	39
28.25	NI	2	5	1	3	4	28
24.9	US	3	4	3	3	2	19
30.3	SG	4	1	4	3	3	22
37.6	US	2	5	1	1	3	49
15.3	US	5	1	2	2	2	18
28.25	US	2	5	2	4	3	25
14.15	RU	4	1	3	3	4	23
13.85	MY	4	3	3	1	2	21
22.55	IT	2	2	2	1	3	50
27.85	US	5	1	3	2	2	62
12.6	FI	5	5	2	4	2	17
40.95	US	1	1	3	4	1	13
43.65	CA	2	4	2	2	4	49
40.3	US	3	4	1	4	3	51
34.2	US	1	5	1	1	4	23
41	GB	3	4	2	5	4	55
40.95	AU	2	4	1	1	4	54
18.2	US	3	4	3	3	3	38
15.2	US	4	1	1	3	1	15
42.3	US	4	5	2	4	1	51
16.65	ID	2	4	4	1	1	15
29.25	US	5	3	5	4	2	23
26.85	IN	3	1	5	5	2	616
36.6	AU	3	0	1	4	4	30
29.25	US	2	3	2	3	1	14
27.5	GB	3	3	5	4	3	18
30.55	US	2	2	2	3	1	14
42.3	US	4	4	1	4	3	27
38.6	NL	1	3	2	2	4	46
28.8	GB	4	2	2	3	1	17
41.3	GB	2	1	2	4	3	60
35.6	US	5	1	4	4	2	29
40.3	TH	2	4	2	4	3	67
36.3	US	4	2	3	2	3	21
23.4	GB	4	1	4	4	2	25
40.95	FR	3	2	2	3	3	65
28.55	AU	4	5	1	2	2	58
32.2	IL	1	2	2	1	2	54
14.55	IN	3	1	3	4	2	16
39.6	DE	3	4	2	3	3	50
35	GB	1	1	2	2	4	39
23.55	DE	5	1	5	4	2	22
36.9	US	4	4	2	3	4	36
23.9	US	3	3	1	3	2	33
45	US	2	1	2	2	3	53
38.25	US	2	4	2	3	4	54
34.2	US	1	2	2	3	3	44
17.7	US	2	4	2	3	2	23
38.6	GB	4	4	3	3	2	39
23.75	HU	4	1	1	5	3	21
36.95	US	1	1	1	4	3	44
42.3	US	3	1	1	5	3	32
24.95	US	1	4	1	5	1	15
16.3	US	4	3	3	1	1	17
42.3	US	3	3	4	4	3	28
32.3	GB	5	1	5	5	2	20
38.25	US	4	2	1	4	3	60
26.3	AR	4	1	3	3	3	30
40.95	US	2	3	1	1	4	55
36.25	US	4	1	2	5	2	35
18.85	PH	4	1	2	4	3	21
8.4	PH	1	5	3	1	3	30
38.25	US	1	5	1	3	3	44
32.2	US	2	2	2	4	3	49
26.55	US	1	1	1	3	4	53
27.25	US	4	2	4	2	3	23
34.2	US	3	1	3	3	3	55
39.6	US	2	1	2	5	4	58
43.65	US	1	4	1	5	4	66
33.55	US	4	1	2	5	3	50
29.65	IN	3	5	3	2	3	26
36.25	IL	2	2	2	4	3	51
30.15	UA	4	4	4	3	1	20
40.95	CA	2	1	1	5	3	42
18.55	BS	3	5	3	4	1	14
29.55	US	1	4	2	5	1	15
17.5	CA	3	5	1	3	2	52
40.3	NZ	2	4	1	4	2	70
32.95	US	3	1	3	4	3	56
42.65	US	2	4	1	4	4	39
15.65	GB	5	5	3	3	2	25
40.95	AU	1	2	2	4	4	67
36.95	SE	4	1	4	4	2	56
19.45	IS	1	5	1	4	2	18
22.2	US	4	5	3	4	2	18
36.25	GB	1	1	1	5	3	24
35.65	US	4	1	4	5	1	16
22.15	US	4	4	4	3	1	15
33.55	US	4	1	3	5	2	39
26.95	CA	3	4	2	2	2	33
39.3	US	3	1	2	4	3	23
38.65	US	4	1	1	2	4	46
-2.25	MY	3	3	1	1	1	15
38.95	DE	2	2	1	4	3	70
15.95	ZA	1	5	4	5	3	29
40.95	GB	3	5	1	5	3	36
23.3	RU	4	4	4	3	4	24
31.65	US	2	4	4	5	3	37
45	GB	1	1	1	5	2	51
37.6	CA	2	2	2	3	3	20
27.8	SG	5	2	2	2	2	18
24.2	GB	1	1	1	1	2	19
19.5	CA	2	5	2	3	2	19
14.55	GB	2	4	2	3	2	19
43.65	US	4	4	2	4	3	62
40.65	LT	5	3	3	4	3	65
14.5	MX	4	3	2	3	2	20
32.9	GB	1	1	1	1	2	18
36	GB	3	3	4	4	3	43
29.6	GB	4	2	4	4	2	19
22.8	US	1	5	2	3	3	29
22.8	CA	4	5	1	2	2	59
25.8	GB	2	1	2	4	4	40
37.25	GB	1	3	1	3	3	49
36.6	CA	4	5	3	3	3	29
26.8	CA	4	1	3	3	2	62
43.65	GB	1	1	3	1	4	56
35.3	NZ	5	1	4	3	2	25
33.3	NZ	3	1	2	2	4	39
43.65	US	3	3	2	4	4	63
37.3	AU	1	5	2	5	3	33
39.95	GB	1	1	1	1	4	36
31.25	US	1	4	2	3	3	54
17.3	ID	4	5	3	5	2	21
33.2	US	1	1	1	1	3	60
18.85	ZA	1	1	5	5	2	29
42.3	NZ	5	1	3	3	3	19
42.3	NZ	5	1	2	4	2	53
36.9	US	1	1	2	4	4	63
12.85	SE	4	2	5	5	2	20
38.6	US	3	3	2	4	3	23
42.65	US	3	3	2	4	3	67
35.25	GB	4	4	2	2	4	50
40.3	GB	3	4	2	5	4	24
34.9	GB	2	3	2	4	4	56
27.8	PK	3	4	4	3	3	23
40.3	NZ	4	4	0	1	2	63
32.2	IN	3	3	5	2	4	30
36.25	US	5	2	2	3	2	58
39.6	IE	1	1	1	1	4	58
27.25	MY	4	4	4	3	2	18
34.6	DE	2	3	4	2	3	27
24.2	GB	4	1	4	2	3	19
35.95	US	2	1	1	3	2	81
36.95	SG	2	2	3	4	1	28
39.6	NZ	1	4	4	5	3	59
21.15	IT	5	2	1	5	2	26
38.25	US	2	4	2	4	2	34
26.45	MA	3	1	2	5	2	46
42.3	US	3	1	3	4	2	36
